id,state,cwa,name,lon,lat,poi_dist_mi,method,polygons,vertices
GAZ152,GA,JAX,"Brantley",-81.89183,31.22888,7.49,poi,1,271
GAZ153,GA,JAX,"Inland Glynn",-81.62231,31.32807,5.06,poi,11,777
GAZ154,GA,JAX,"Coastal Glynn",-81.47666,31.26574,2.7,poi,125,6540
GAZ155,GA,TAE,"Seminole",-84.86343,30.97786,6.45,poi,29,5771
GAZ156,GA,TAE,"Decatur",-84.50696,30.81021,7.59,poi,47,5927
GAZ157,GA,TAE,"Grady",-84.2293,30.87231,8.82,poi,1,83
GAZ158,GA,TAE,"Thomas",-83.9098,30.81788,10.02,poi,1,107
GAZ159,GA,TAE,"Brooks",-83.5889,30.87772,8.96,poi,2,291
GAZ160,GA,TAE,"Lowndes",-83.26895,30.7476,7.92,poi,1,320
GAZ161,GA,TAE,"Lanier",-83.07137,31.03655,5.99,poi,1,113
GAZ162,GA,JAX,"Echols",-82.96174,30.73364,8.24,poi,1,166
GAZ163,GA,JAX,"Clinch",-82.77961,30.98495,11.11,poi,1,173
GAZ165,GA,JAX,"Inland Camden",-81.76507,31.00077,7.92,poi,1,440
GAZ166,GA,JAX,"Coastal Camden",-81.60236,30.91484,2.81,poi,89,7164
GAZ216,GA,CHS,"Inland Bryan",-81.52741,32.09917,7.2,poi,1,522
GAZ217,GA,CHS,"Coastal Bryan",-81.19077,31.85163,2.25,poi,1,157
GAZ218,GA,CHS,"Inland Chatham",-81.22622,32.07784,6.87,poi,1,327
GAZ219,GA,CHS,"Coastal Chatham",-81.02841,32.00811,5.3,poi,1,759
GAZ238,GA,CHS,"Inland Liberty",-81.52366,31.84343,7.99,poi,1,496
GAZ239,GA,CHS,"Coastal Liberty",-81.2323,31.68268,2.76,poi,1,184
GAZ240,GA,CHS,"Inland McIntosh",-81.50959,31.50202,6.18,poi,1,333
GAZ241,GA,CHS,"Coastal McIntosh",-81.38225,31.38394,4.19,poi,1,554
GAZ250,GA,JAX,"Northern Ware",-82.47729,31.15953,10,poi,1,151
GAZ264,GA,JAX,"Northeastern Charlton",-82.00598,30.96492,5.42,poi,1,251
GAZ350,GA,JAX,"Southern Ware",-82.30568,30.67928,7.15,poi,1,64
GAZ364,GA,JAX,"Western Charlton",-82.26688,30.90234,7.61,poi,1,318
IAZ001,IA,FSD,"Lyon",-96.10033,43.37901,8.37,poi,1,170
IAZ002,IA,FSD,"Osceola",-95.62374,43.37854,8.3,poi,1,36
IAZ003,IA,FSD,"Dickinson",-95.21919,43.37816,8.47,poi,1,41
IAZ004,IA,DMX,"Emmet",-94.67845,43.3779,8.47,poi,1,42
IAZ005,IA,DMX,"Kossuth",-94.20673,43.20423,11.89,poi,1,58
IAZ006,IA,DMX,"Winnebago",-93.80268,43.37741,8.43,poi,1,32
IAZ007,IA,DMX,"Worth",-93.32975,43.37736,8.43,poi,1,37
IAZ008,IA,ARX,"Mitchell",-92.82688,43.35616,9.9,poi,1,46
IAZ009,IA,ARX,"Howard",-92.31715,43.35676,9.92,poi,1,59
IAZ010,IA,ARX,"Winneshiek",-91.8426,43.29121,11.98,poi,1,64
IAZ011,IA,ARX,"Allamakee",-91.37982,43.24827,11.32,poi,1,144
IAZ012,IA,FSD,"Sioux",-96.17787,43.08265,11.96,poi,1,215
IAZ013,IA,FSD,"O'Brien",-95.62495,43.08378,11.89,poi,1,45
IAZ014,IA,FSD,"Clay",-95.1511,43.08266,11.93,poi,1,48
IAZ015,IA,DMX,"Palo Alto",-94.67815,43.08205,11.89,poi,1,55
IAZ016,IA,DMX,"Hancock",-93.73429,43.08187,11.93,poi,1,43
IAZ017,IA,DMX,"Cerro Gordo",-93.26081,43.08154,11.97,poi,1,47
IAZ018,IA,ARX,"Floyd",-92.78949,43.06001,10.54,poi,1,49
IAZ019,IA,ARX,"Chickasaw",-92.31764,43.06012,10.55,poi,1,50
IAZ020,IA,FSD,"Plymouth",-96.2491,42.73536,12.01,poi,1,268
IAZ021,IA,FSD,"Cherokee",-95.62388,42.73567,12.01,poi,1,46
IAZ022,IA,FSD,"Buena Vista",-95.15115,42.73516,12.01,poi,1,46
IAZ023,IA,DMX,"Pocahontas",-94.67885,42.73413,11.96,poi,1,49
IAZ024,IA,DMX,"Humboldt",-94.20727,42.77638,9.1,poi,1,34
IAZ025,IA,DMX,"Wright",-93.73524,42.73143,12.01,poi,1,41
IAZ026,IA,DMX,"Franklin",-93.26237,42.73246,12.02,poi,1,32
IAZ027,IA,DMX,"Butler",-92.7902,42.73176,11.96,poi,1,47
IAZ028,IA,DMX,"Bremer",-92.31825,42.77469,9.13,poi,1,32
IAZ029,IA,ARX,"Fayette",-91.84433,42.86254,12.03,poi,1,65
IAZ030,IA,ARX,"Clayton",-91.36312,42.82678,12.37,poi,1,182
IAZ031,IA,FSD,"Woodbury",-96.08405,42.38666,12.01,poi,1,156
IAZ032,IA,FSD,"Ida",-95.49622,42.35863,8.86,poi,1,55
IAZ033,IA,DMX,"Sac",-95.09837,42.38016,11.41,poi,1,50
IAZ034,IA,DMX,"Calhoun",-94.63121,42.37785,11.55,poi,1,55
IAZ035,IA,DMX,"Webster",-94.16746,42.38361,11.73,poi,1,57
IAZ036,IA,DMX,"Hamilton",-93.69733,42.3822,11.84,poi,1,50
IAZ037,IA,DMX,"Hardin",-93.23261,42.3818,11.77,poi,1,47
IAZ038,IA,DMX,"Grundy",-92.81769,42.42375,9.13,poi,1,43
IAZ039,IA,DMX,"Black Hawk",-92.30855,42.47009,11.46,poi,1,40
IAZ040,IA,DVN,"Buchanan",-91.83618,42.47278,11.62,poi,1,61
IAZ041,IA,DVN,"Delaware",-91.36733,42.47113,11.74,poi,1,59
IAZ042,IA,DVN,"Dubuque",-90.89496,42.47149,12.03,poi,1,128
IAZ043,IA,OAX,"Monona",-95.91138,42.03671,11.97,poi,1,199
IAZ044,IA,DMX,"Crawford",-95.38185,42.03726,11.98,poi,1,65
IAZ045,IA,DMX,"Carroll",-94.8609,42.03506,11.89,poi,1,53
IAZ046,IA,DMX,"Greene",-94.39695,42.03636,11.93,poi,1,45
IAZ047,IA,DMX,"Boone",-93.9317,42.03661,11.97,poi,1,39
IAZ048,IA,DMX,"Story",-93.46509,42.03621,11.94,poi,1,42
IAZ049,IA,DMX,"Marshall",-92.9992,42.03576,11.95,poi,1,40
IAZ050,IA,DMX,"Tama",-92.53265,42.03716,12.01,poi,1,45
IAZ051,IA,DVN,"Benton",-92.06571,42.08014,11.87,poi,1,62
IAZ052,IA,DVN,"Linn",-91.5992,42.07941,12.04,poi,1,50
IAZ053,IA,DVN,"Jones",-91.13136,42.12123,11.96,poi,1,44
IAZ054,IA,DVN,"Jackson",-90.57292,42.17327,9.64,poi,1,143
IAZ055,IA,OAX,"Harrison",-95.818,41.68606,12.24,poi,1,210
IAZ056,IA,OAX,"Shelby",-95.31611,41.69715,11.46,poi,1,54
IAZ057,IA,DMX,"Audubon",-94.91833,41.73145,9,poi,1,44
IAZ058,IA,DMX,"Guthrie",-94.50814,41.69189,11.73,poi,1,50
IAZ059,IA,DMX,"Dallas",-94.04554,41.69046,11.85,poi,1,57
IAZ060,IA,DMX,"Polk",-93.58198,41.68866,12.01,poi,1,117
IAZ061,IA,DMX,"Jasper",-93.11112,41.68546,12.24,poi,1,48
IAZ062,IA,DMX,"Poweshiek",-92.53199,41.68581,11.99,poi,1,50
IAZ063,IA,DVN,"Iowa",-92.06758,41.68907,12,poi,1,63
IAZ064,IA,DVN,"Johnson",-91.60178,41.68475,12,poi,1,91
IAZ065,IA,DVN,"Cedar",-91.13229,41.77221,12.05,poi,1,46
IAZ066,IA,DVN,"Clinton",-90.36948,41.89293,9.71,poi,1,285
IAZ067,IA,DVN,"Muscatine",-91.19848,41.4702,8.78,poi,1,103
IAZ068,IA,DVN,"Scott",-90.61746,41.63575,8.34,poi,1,278
IAZ069,IA,OAX,"Pottawattamie",-95.58694,41.33311,11.94,poi,1,168
IAZ070,IA,DMX,"Cass",-94.92785,41.33148,11.81,poi,1,48
IAZ071,IA,DMX,"Adair",-94.47097,41.33071,11.9,poi,1,44
IAZ072,IA,DMX,"Madison",-94.01553,41.3307,11.72,poi,1,59
IAZ073,IA,DMX,"Warren",-93.55904,41.33621,11.98,poi,1,120
IAZ074,IA,DMX,"Marion",-93.09948,41.33441,11.89,poi,1,49
IAZ075,IA,DMX,"Mahaska",-92.64095,41.33514,11.93,poi,1,39
IAZ076,IA,DVN,"Keokuk",-92.17839,41.33626,12,poi,1,44
IAZ077,IA,DVN,"Washington",-91.7154,41.33656,11.98,poi,1,86
IAZ078,IA,DVN,"Louisa",-91.25802,41.228,7.43,poi,1,105
IAZ079,IA,OAX,"Mills",-95.63335,41.03086,8.89,poi,1,93
IAZ080,IA,OAX,"Montgomery",-95.21332,41.03026,8.92,poi,1,38
IAZ081,IA,DMX,"Adams",-94.6996,41.02886,8.91,poi,1,43
IAZ082,IA,DMX,"Union",-94.24238,41.02768,8.94,poi,1,40
IAZ083,IA,DMX,"Clarke",-93.75433,41.03143,9.02,poi,1,51
IAZ084,IA,DMX,"Lucas",-93.3277,41.02931,9.07,poi,1,55
IAZ085,IA,DMX,"Monroe",-92.86902,41.02974,9.05,poi,1,49
IAZ086,IA,DMX,"Wapello",-92.40979,41.03051,9.07,poi,1,44
IAZ087,IA,DVN,"Jefferson",-92.00491,41.03201,9.09,poi,1,50
IAZ088,IA,DVN,"Henry",-91.54465,40.98796,9.04,poi,1,56
IAZ089,IA,DVN,"Des Moines",-91.19586,40.93807,9.2,poi,1,195
IAZ090,IA,OAX,"Fremont",-95.59443,40.74367,10.92,poi,1,140
IAZ091,IA,OAX,"Page",-95.15022,40.73913,11.14,poi,1,57
IAZ092,IA,DMX,"Taylor",-94.69648,40.73739,11.21,poi,1,56
IAZ093,IA,DMX,"Ringgold",-94.24397,40.73516,11.23,poi,1,44
IAZ094,IA,DMX,"Decatur",-93.78626,40.73767,11.07,poi,1,60
IAZ095,IA,DMX,"Wayne",-93.34727,40.73916,10.96,poi,1,57
IAZ096,IA,DMX,"Appanoose",-92.86866,40.74319,10.69,poi,1,55
IAZ097,IA,DMX,"Davis",-92.40974,40.74769,10.45,poi,1,48
IAZ098,IA,DVN,"Van Buren",-91.98385,40.75262,10.2,poi,1,55
IAZ099,IA,DVN,"Lee",-91.52959,40.6701,9.9,poi,1,289
IDZ101,ID,OTX,"Northern and Central Idaho Panhandle",-116.39579,47.49758,29.83,poi,1,866
IDZ102,ID,MSO,"Palouse/Nezperce Reservation/Hells Canyon  Region",-116.40133,46.47875,30.57,poi,1,608
IDZ103,ID,MSO,"Clearwater/Nezperce National Forest",-115.13072,46.33988,30.12,poi,1,899
IDZ400,ID,BOI,"Northern Boise BLM",-116.66529,44.34652,16.47,poi,1,562
IDZ401,ID,BOI,"Western Payette National Forest",-116.32046,45.05684,13.87,poi,1,402
IDZ402,ID,BOI,"Eastern Payette National Forest",-115.22131,45.20352,18.42,poi,1,477
IDZ403,ID,BOI,"Northern Boise National Forest",-115.67969,44.36028,18.98,poi,1,1322
IDZ410,ID,PIH,"Upper Snake River Valley/Idaho Falls BLM",-112.35465,43.53726,37.15,poi,1,927
IDZ411,ID,PIH,"Centennial Mountains and Snake River Range/Targhee NF",-111.31753,44.28781,10.99,poi,1,1476
IDZ413,ID,PIH,"Caribou Range/Caribou NF",-111.68952,42.47157,32.61,poi,1,371
IDZ420,ID,BOI,"Treasure Valley BLM",-116.45286,43.58718,16.91,poi,1,633
IDZ421,ID,BOI,"Southern Boise/Western Sawtooth NF, including the Camas Prairie",-115.52736,43.73598,23.12,poi,1,578
IDZ422,ID,PIH,"Sawtooth Range/Northern Sawtooth NF",-114.17454,43.50368,16.43,poi,1,1234
IDZ423,ID,BOI,"Owyhee Mountains",-116.34878,42.50271,34.37,poi,1,629
IDZ424,ID,BOI,"Western Twin Falls BLM",-114.81141,42.93298,18.2,poi,1,211
IDZ425,ID,PIH,"Middle Snake River Valley/Twin Falls BLM north of the Snake River",-113.68737,42.97564,22.83,poi,1,457
IDZ426,ID,BOI,"Southern Highlands",-115.23329,42.37841,19.64,poi,1,444
IDZ427,ID,PIH,"Goose Creek and Raft River Valley/Southern Sawtooth NF/Twin Falls BLM south of the Snake River",-113.40961,42.29651,20.73,poi,1,413
IDZ475,ID,PIH,"East Salmon River Mountains/Salmon NF",-114.3431,45.18467,18.68,poi,1,2065
IDZ476,ID,PIH,"Lemhi and Lost River Range/Challis NF",-113.71333,44.42929,29.11,poi,1,1366
ILZ001,IL,DVN,"Jo Daviess",-90.16066,42.35327,10.7,poi,1,160
ILZ002,IL,DVN,"Stephenson",-89.71728,42.35086,10.52,poi,1,66
ILZ003,IL,LOT,"Winnebago",-89.14349,42.34932,10.13,poi,1,69
ILZ004,IL,LOT,"Boone",-88.82325,42.32331,5.98,poi,1,40
ILZ005,IL,LOT,"McHenry",-88.45241,42.32441,11.75,poi,1,78
ILZ006,IL,LOT,"Lake",-88.01405,42.35154,9.43,poi,1,147
ILZ007,IL,DVN,"Carroll",-89.98201,42.06598,9.02,poi,1,129
ILZ008,IL,LOT,"Ogle",-89.33148,42.05281,10.33,poi,1,116
ILZ009,IL,DVN,"Whiteside",-89.93825,41.75756,12.01,poi,1,144
ILZ010,IL,LOT,"Lee",-89.39588,41.73576,10.43,poi,1,93
ILZ011,IL,LOT,"De Kalb",-88.77078,41.9788,8.73,poi,1,79
ILZ012,IL,LOT,"Kane",-88.43186,41.86404,8.71,poi,1,91
ILZ013,IL,LOT,"DuPage",-88.09162,41.85807,8.81,poi,1,119
ILZ014,IL,LOT,"Cook",-87.72862,41.69183,9.75,poi,1,555
ILZ015,IL,DVN,"Rock Island",-90.55102,41.41389,5.97,poi,1,310
ILZ016,IL,DVN,"Henry",-90.1233,41.34826,13.64,poi,1,116
ILZ017,IL,DVN,"Bureau",-89.55152,41.40269,12.48,poi,1,112
ILZ018,IL,DVN,"Putnam",-89.26461,41.20457,5.18,poi,1,87
ILZ019,IL,LOT,"La Salle",-88.87867,41.35176,14.85,poi,1,97
ILZ020,IL,LOT,"Kendall",-88.42887,41.59064,8.88,poi,1,51
ILZ021,IL,LOT,"Grundy",-88.41835,41.28531,8.87,poi,1,56
ILZ022,IL,LOT,"Will",-88.04489,41.44244,10.56,poi,1,115
ILZ023,IL,LOT,"Kankakee",-87.72893,41.15146,10,poi,1,74
ILZ024,IL,DVN,"Mercer",-90.61268,41.19665,9.01,poi,1,110
ILZ025,IL,DVN,"Henderson",-90.94188,40.75347,7.99,poi,1,132
ILZ026,IL,DVN,"Warren",-90.61501,40.84877,9.03,poi,1,52
ILZ027,IL,ILX,"Knox",-90.21329,40.93183,11.9,poi,1,58
ILZ028,IL,ILX,"Stark",-89.77532,41.07565,7,poi,1,34
ILZ029,IL,ILX,"Peoria",-89.77346,40.81173,11.11,poi,1,143
ILZ030,IL,ILX,"Marshall",-89.32829,41.01363,6.22,poi,1,71
ILZ031,IL,ILX,"Woodford",-89.1588,40.78706,9.33,poi,1,101
ILZ032,IL,LOT,"Livingston",-88.48785,40.92532,12.64,poi,1,65
ILZ033,IL,LOT,"Iroquois",-87.82638,40.77508,15.69,poi,1,92
ILZ034,IL,DVN,"Hancock",-91.14391,40.37254,12.2,poi,1,170
ILZ035,IL,DVN,"McDonough",-90.67799,40.45619,12.08,poi,1,65
ILZ036,IL,ILX,"Fulton",-90.1957,40.52019,13.01,poi,1,163
ILZ037,IL,ILX,"Tazewell",-89.47705,40.48345,11.07,poi,1,150
ILZ038,IL,ILX,"McLean",-88.81005,40.49703,14.8,poi,1,97
ILZ039,IL,LOT,"Ford",-88.30764,40.50818,7.55,poi,1,85
ILZ040,IL,ILX,"Schuyler",-90.59251,40.1722,7.31,poi,1,230
ILZ041,IL,ILX,"Mason",-89.88758,40.27621,9.44,poi,1,462
ILZ042,IL,ILX,"Logan",-89.36635,40.13196,11.59,poi,1,68
ILZ043,IL,ILX,"De Witt",-88.97409,40.16779,7.97,poi,1,54
ILZ044,IL,ILX,"Piatt",-88.6029,39.90151,7.44,poi,1,60
ILZ045,IL,ILX,"Champaign",-88.20235,40.08205,13.79,poi,1,63
ILZ046,IL,ILX,"Vermilion",-87.7376,40.1693,10.78,poi,1,73
ILZ047,IL,ILX,"Cass",-90.13029,39.96728,6.51,poi,1,284
ILZ048,IL,ILX,"Menard",-89.85001,40.01272,7.67,poi,1,204
ILZ049,IL,ILX,"Scott",-90.49229,39.65964,6.34,poi,1,86
ILZ050,IL,ILX,"Morgan",-90.16989,39.73322,9.65,poi,1,96
ILZ051,IL,ILX,"Sangamon",-89.74343,39.72283,12.4,poi,1,164
ILZ052,IL,ILX,"Christian",-89.29956,39.52794,12.26,poi,1,157
ILZ053,IL,ILX,"Macon",-88.95206,39.85714,10.84,poi,1,86
ILZ054,IL,ILX,"Moultrie",-88.62565,39.67426,8.13,poi,1,59
ILZ055,IL,ILX,"Douglas",-88.20525,39.76586,7.84,poi,1,49
ILZ056,IL,ILX,"Coles",-88.28562,39.51263,9.55,poi,1,62
ILZ057,IL,ILX,"Edgar",-87.75014,39.67991,11.52,poi,1,60
ILZ058,IL,LSX,"Greene",-90.41298,39.36397,10.84,poi,1,208
ILZ059,IL,LSX,"Macoupin",-89.92432,39.19011,11.9,poi,1,79
ILZ060,IL,LSX,"Montgomery",-89.48999,39.18868,11.06,poi,1,70
ILZ061,IL,ILX,"Shelby",-88.81357,39.37797,11.16,poi,1,89
ILZ062,IL,ILX,"Cumberland",-88.26394,39.27319,7,poi,1,57
ILZ063,IL,ILX,"Clark",-87.81452,39.33248,10.5,poi,1,142
ILZ064,IL,LSX,"Bond",-89.4286,38.89147,9.28,poi,1,46
ILZ065,IL,LSX,"Fayette",-89.02829,39.02428,11.95,poi,1,76
ILZ066,IL,ILX,"Effingham",-88.60779,39.06595,10.32,poi,1,68
ILZ067,IL,ILX,"Jasper",-88.15379,39.00959,11.15,poi,1,71
ILZ068,IL,ILX,"Crawford",-87.76359,38.99224,9.78,poi,2,199
ILZ069,IL,LSX,"Clinton",-89.4491,38.61796,8.33,poi,1,224
ILZ070,IL,LSX,"Marion",-88.91896,38.6496,11.91,poi,1,63
ILZ071,IL,ILX,"Clay",-88.50576,38.75489,10.28,poi,1,126
ILZ072,IL,ILX,"Richland",-88.08017,38.71642,9.03,poi,1,111
ILZ073,IL,ILX,"Lawrence",-87.74367,38.72217,8.77,poi,1,136
ILZ074,IL,LSX,"Washington",-89.32736,38.35616,9.84,poi,1,245
ILZ075,IL,PAH,"Jefferson",-88.92402,38.30054,12.06,poi,1,79
ILZ076,IL,PAH,"Wayne",-88.42562,38.42954,11.97,poi,1,83
ILZ077,IL,PAH,"Edwards",-88.04929,38.46076,5.35,poi,1,178
ILZ078,IL,PAH,"Wabash",-87.8485,38.4895,5.35,poi,1,345
ILZ079,IL,LSX,"Randolph",-89.78895,38.06722,10.49,poi,1,196
ILZ080,IL,PAH,"Perry",-89.31,38.08266,9.06,poi,1,126
ILZ081,IL,PAH,"Franklin",-88.94149,37.99431,9.05,poi,1,139
ILZ082,IL,PAH,"Hamilton",-88.53914,38.08163,9.05,poi,1,52
ILZ083,IL,PAH,"White",-88.19518,38.11511,9.6,poi,1,249
ILZ084,IL,PAH,"Jackson",-89.35642,37.79103,11.09,poi,1,175
ILZ085,IL,PAH,"Williamson",-88.98493,37.72991,9.14,poi,1,71
ILZ086,IL,PAH,"Saline",-88.54081,37.75327,9.1,poi,1,60
ILZ087,IL,PAH,"Gallatin",-88.23061,37.79147,7.84,poi,1,176
ILZ088,IL,PAH,"Union",-89.27512,37.46728,9.08,poi,1,124
ILZ089,IL,PAH,"Johnson",-88.87942,37.46749,8.95,poi,1,94
ILZ090,IL,PAH,"Pope",-88.56383,37.48487,7.9,poi,1,132
ILZ091,IL,PAH,"Hardin",-88.31768,37.52261,5.22,poi,1,125
ILZ092,IL,PAH,"Alexander",-89.36456,37.21836,5.4,poi,1,288
ILZ093,IL,PAH,"Pulaski",-89.12201,37.24766,5.3,poi,1,243
ILZ094,IL,PAH,"Massac",-88.75432,37.25646,5.44,poi,1,118
ILZ095,IL,LSX,"Adams",-91.17461,39.99578,13.78,poi,1,166
ILZ096,IL,LSX,"Brown",-90.76507,39.95596,7.83,poi,1,175
ILZ097,IL,LSX,"Pike",-90.84025,39.58332,12.65,poi,1,245
ILZ098,IL,LSX,"Calhoun",-90.70042,39.32499,4.58,poi,1,282
ILZ099,IL,LSX,"Jersey",-90.37882,39.06626,7.31,poi,1,198
ILZ100,IL,LSX,"Madison",-89.84661,38.82622,11.72,poi,1,120
ILZ101,IL,LSX,"St. Clair",-89.92654,38.48376,11.98,poi,1,130
ILZ102,IL,LSX,"Monroe",-90.20833,38.2799,8.78,poi,1,133
INZ001,IN,LOT,"Lake",-87.37265,41.43612,7.93,poi,1,160
INZ002,IN,LOT,"Porter",-87.076,41.465,7.46,poi,1,166
INZ005,IN,IWX,"Elkhart",-85.8581,41.58818,10.45,poi,1,67
INZ006,IN,IWX,"Lagrange",-85.42651,41.64267,8.08,poi,1,37
INZ007,IN,IWX,"Steuben",-85.00064,41.64341,8.01,poi,1,46
INZ008,IN,IWX,"Noble",-85.42345,41.39531,8.99,poi,1,47
INZ009,IN,IWX,"De Kalb",-85.01689,41.39731,8.98,poi,1,45
INZ010,IN,LOT,"Newton",-87.39664,40.83494,6.73,poi,1,66
INZ011,IN,LOT,"Jasper",-87.10324,41.1295,9,poi,1,77
INZ012,IN,IWX,"Starke",-86.60969,41.28172,7.31,poi,1,81
INZ013,IN,IWX,"Pulaski",-86.69889,41.04194,8.94,poi,1,44
INZ014,IN,IWX,"Marshall",-86.26251,41.32551,10.57,poi,1,57
INZ015,IN,IWX,"Fulton",-86.30755,41.05132,8.22,poi,1,54
INZ017,IN,IWX,"Whitley",-85.50312,41.13078,8.49,poi,1,61
INZ018,IN,IWX,"Allen",-85.1073,41.09094,11.98,poi,1,74
INZ019,IN,LOT,"Benton",-87.31093,40.60627,8.97,poi,1,49
INZ020,IN,IWX,"White",-86.92814,40.71649,8.83,poi,1,90
INZ021,IN,IND,"Carroll",-86.53634,40.55497,8.35,poi,1,81
INZ022,IN,IWX,"Cass",-86.31807,40.79599,7.72,poi,1,55
INZ023,IN,IWX,"Miami",-86.05461,40.76533,5.91,poi,1,58
INZ024,IN,IWX,"Wabash",-85.7924,40.84916,7.86,poi,1,62
INZ025,IN,IWX,"Huntington",-85.48814,40.82914,8,poi,1,58
INZ026,IN,IWX,"Wells",-85.20227,40.70413,6.94,poi,1,59
INZ027,IN,IWX,"Adams",-84.9366,40.74555,7.01,poi,1,56
INZ028,IN,IND,"Warren",-87.37857,40.36425,7.78,poi,1,130
INZ029,IN,IND,"Tippecanoe",-86.89408,40.38864,10.43,poi,1,54
INZ030,IN,IND,"Clinton",-86.52882,40.30446,8.76,poi,1,57
INZ031,IN,IND,"Howard",-86.04124,40.48455,5.47,poi,1,52
INZ032,IN,IWX,"Grant",-85.6842,40.51601,9.44,poi,1,61
INZ033,IN,IWX,"Blackford",-85.32577,40.47352,6.28,poi,1,37
INZ034,IN,IWX,"Jay",-85.01115,40.43941,8.95,poi,1,47
INZ035,IN,IND,"Fountain",-87.25111,40.075,8.42,poi,1,176
INZ036,IN,IND,"Montgomery",-86.8936,40.03996,10.48,poi,1,46
INZ037,IN,IND,"Boone",-86.48766,40.04944,8.74,poi,1,64
INZ038,IN,IND,"Tipton",-86.0519,40.31137,6.46,poi,1,40
INZ039,IN,IND,"Hamilton",-86.0523,40.07246,10.01,poi,1,79
INZ040,IN,IND,"Madison",-85.71939,40.16165,7.59,poi,1,63
INZ041,IN,IND,"Delaware",-85.39685,40.22796,9.45,poi,1,54
INZ042,IN,IND,"Randolph",-85.01134,40.15716,10.49,poi,1,45
INZ043,IN,IND,"Vermillion",-87.4549,39.85699,4.02,poi,1,194
INZ044,IN,IND,"Parke",-87.19526,39.74782,9.67,poi,1,156
INZ045,IN,IND,"Putnam",-86.84902,39.60271,8.73,poi,1,95
INZ046,IN,IND,"Hendricks",-86.5075,39.7806,9.53,poi,1,79
INZ047,IN,IND,"Marion",-86.13942,39.78187,9.94,poi,1,91
INZ048,IN,IND,"Hancock",-85.78442,39.82351,8.37,poi,1,64
INZ049,IN,IND,"Henry",-85.38682,39.93413,9.77,poi,1,46
INZ050,IN,ILN,"Wayne",-84.99296,39.86725,9.53,poi,1,54
INZ051,IN,IND,"Vigo",-87.38687,39.47577,7.74,poi,1,87
INZ052,IN,IND,"Clay",-87.11854,39.42264,6.48,poi,1,67
INZ053,IN,IND,"Owen",-86.82842,39.27866,7.53,poi,1,90
INZ054,IN,IND,"Morgan",-86.43096,39.47212,9.11,poi,1,89
INZ055,IN,IND,"Johnson",-86.10125,39.49001,8.01,poi,1,53
INZ056,IN,IND,"Shelby",-85.7914,39.52321,8.54,poi,1,54
INZ057,IN,IND,"Rush",-85.46555,39.5819,8.86,poi,1,57
INZ058,IN,ILN,"Fayette",-85.17639,39.6219,6.46,poi,1,44
INZ059,IN,ILN,"Union",-84.92509,39.62552,5.86,poi,1,44
INZ060,IN,IND,"Sullivan",-87.41682,39.12,9.43,poi,1,202
INZ061,IN,IND,"Greene",-87.0214,39.0354,9.17,poi,1,57
INZ062,IN,IND,"Monroe",-86.5274,39.18963,8.36,poi,1,80
INZ063,IN,IND,"Brown",-86.22557,39.16938,7.76,poi,1,41
INZ064,IN,IND,"Bartholomew",-85.91647,39.21584,8.73,poi,1,81
INZ065,IN,IND,"Decatur",-85.47045,39.32732,8.52,poi,1,76
INZ066,IN,ILN,"Franklin",-85.02987,39.41579,7.53,poi,1,74
INZ067,IN,IND,"Knox",-87.39958,38.64767,7.21,poi,2,731
INZ068,IN,IND,"Daviess",-87.08574,38.69655,8.68,poi,1,437
INZ069,IN,IND,"Martin",-86.80339,38.69976,6.49,poi,1,57
INZ070,IN,IND,"Lawrence",-86.48762,38.83951,10.44,poi,1,69
INZ071,IN,IND,"Jackson",-85.97928,38.9035,9.27,poi,1,295
INZ072,IN,IND,"Jennings",-85.63967,39.00624,8.51,poi,1,118
INZ073,IN,ILN,"Ripley",-85.27294,39.11119,9.05,poi,1,67
INZ074,IN,ILN,"Dearborn",-84.95637,39.16377,7.25,poi,1,167
INZ075,IN,ILN,"Ohio",-84.92835,38.95171,3.3,poi,1,159
INZ076,IN,LMK,"Orange",-86.49506,38.54177,10.03,poi,1,45
INZ077,IN,LMK,"Washington",-86.10939,38.61155,10.55,poi,1,263
INZ078,IN,LMK,"Scott",-85.76384,38.68985,5.46,poi,1,147
INZ079,IN,LMK,"Jefferson",-85.45952,38.81863,6.12,poi,1,146
INZ080,IN,ILN,"Switzerland",-85.09949,38.82189,5.58,poi,1,145
INZ081,IN,PAH,"Gibson",-87.57641,38.31008,9.61,poi,1,360
INZ082,IN,PAH,"Pike",-87.20375,38.42557,6.82,poi,1,241
INZ083,IN,LMK,"Dubois",-86.89776,38.36023,9.32,poi,1,112
INZ084,IN,LMK,"Crawford",-86.41332,38.29641,6.73,poi,1,240
INZ085,IN,PAH,"Posey",-87.83539,38.02955,7.49,poi,1,367
INZ086,IN,PAH,"Vanderburgh",-87.58464,38.07782,6.11,poi,1,152
INZ087,IN,PAH,"Warrick",-87.30734,38.0801,8.34,poi,1,204
INZ088,IN,PAH,"Spencer",-86.91134,38.0713,6.54,poi,1,340
INZ089,IN,LMK,"Perry",-86.63063,38.10827,7.51,poi,1,290
INZ090,IN,LMK,"Harrison",-86.1083,38.14273,8.8,poi,1,303
INZ091,IN,LMK,"Floyd",-85.90338,38.3272,5.25,poi,1,115
INZ092,IN,LMK,"Clark",-85.72588,38.48875,7.25,poi,1,195
INZ103,IN,IWX,"Northern La Porte",-86.69111,41.63732,8.33,poi,1,110
