id,state,cwa,name,lon,lat,poi_dist_mi,method,polygons,vertices
MSZ020,MS,MEG,"Tallahatchie",-90.08771,33.94529,9.23,poi,1,173
MSZ021,MS,MEG,"Yalobusha",-89.68349,34.02208,9.93,poi,1,60
MSZ022,MS,MEG,"Calhoun",-89.32098,33.92239,10.51,poi,1,50
MSZ023,MS,MEG,"Chickasaw",-88.97341,33.94082,9.19,poi,1,56
MSZ024,MS,MEG,"Monroe",-88.48435,33.89107,13.56,poi,1,168
MSZ025,MS,JAN,"Leflore",-90.2803,33.54267,9.95,poi,1,280
MSZ026,MS,JAN,"Grenada",-89.821,33.7779,6.86,poi,1,60
MSZ027,MS,JAN,"Carroll",-89.94728,33.41771,9.38,poi,1,119
MSZ028,MS,JAN,"Montgomery",-89.6475,33.55019,7.97,poi,1,86
MSZ029,MS,JAN,"Webster",-89.36843,33.60617,7.97,poi,1,111
MSZ030,MS,JAN,"Clay",-88.84872,33.67137,7.36,poi,1,183
MSZ031,MS,JAN,"Lowndes",-88.51799,33.40668,8.23,poi,1,221
MSZ032,MS,JAN,"Choctaw",-89.234,33.38392,8.3,poi,1,127
MSZ033,MS,JAN,"Oktibbeha",-88.8789,33.42571,9.59,poi,1,51
MSZ034,MS,JAN,"Washington",-90.92016,33.35935,9.03,poi,1,410
MSZ035,MS,JAN,"Humphreys",-90.55058,33.1603,7.64,poi,2,271
MSZ036,MS,JAN,"Holmes",-90.07468,33.11404,12.5,poi,1,338
MSZ037,MS,JAN,"Attala",-89.57228,33.10817,12.25,poi,1,217
MSZ038,MS,JAN,"Winston",-88.99301,33.08124,10.39,poi,1,59
MSZ039,MS,JAN,"Noxubee",-88.55925,33.10736,12.4,poi,1,46
MSZ040,MS,JAN,"Issaquena",-91.04864,32.80427,4.94,poi,1,387
MSZ041,MS,JAN,"Sharkey",-90.78683,32.98237,7.43,poi,1,185
MSZ042,MS,JAN,"Yazoo",-90.47422,32.75315,11.75,poi,1,467
MSZ043,MS,JAN,"Madison",-89.88578,32.72018,9.02,poi,1,440
MSZ044,MS,JAN,"Leake",-89.52415,32.74971,11.95,poi,1,46
MSZ045,MS,JAN,"Neshoba",-89.1169,32.75441,11.74,poi,1,55
MSZ046,MS,JAN,"Kemper",-88.6316,32.75296,12.02,poi,1,53
MSZ047,MS,JAN,"Warren",-90.73082,32.45856,7.42,poi,1,717
MSZ048,MS,JAN,"Hinds",-90.42067,32.2846,12.72,poi,1,462
MSZ049,MS,JAN,"Rankin",-89.94486,32.22915,12.43,poi,1,380
MSZ050,MS,JAN,"Scott",-89.52969,32.4003,12.09,poi,1,59
MSZ051,MS,JAN,"Newton",-89.1188,32.40025,11.9,poi,1,51
MSZ052,MS,JAN,"Lauderdale",-88.70635,32.40126,12.14,poi,1,66
MSZ053,MS,JAN,"Claiborne",-90.86672,31.96248,8.71,poi,1,346
MSZ054,MS,JAN,"Copiah",-90.50729,31.87474,12.11,poi,1,246
MSZ055,MS,JAN,"Simpson",-89.96872,31.90596,9.9,poi,1,203
MSZ056,MS,JAN,"Smith",-89.49468,32.07543,10.01,poi,1,68
MSZ057,MS,JAN,"Jasper",-89.11655,32.01351,11.97,poi,1,62
MSZ058,MS,JAN,"Clarke",-88.69079,32.03829,12.93,poi,1,66
MSZ059,MS,JAN,"Jefferson",-91.07246,31.73788,8.7,poi,1,199
MSZ060,MS,JAN,"Adams",-91.30039,31.48974,8.38,poi,1,504
MSZ061,MS,JAN,"Franklin",-90.99291,31.47965,9.03,poi,1,115
MSZ062,MS,JAN,"Lincoln",-90.43955,31.51741,11.42,poi,1,66
MSZ063,MS,JAN,"Lawrence",-90.10886,31.49495,8,poi,1,96
MSZ064,MS,JAN,"Jefferson Davis",-89.84075,31.53676,7.11,poi,1,121
MSZ065,MS,JAN,"Covington",-89.54681,31.65942,8.63,poi,1,111
MSZ066,MS,JAN,"Jones",-89.16879,31.62256,12.99,poi,1,70
MSZ067,MS,MOB,"Wayne",-88.70446,31.63721,14.02,poi,1,83
MSZ068,MS,LIX,"Wilkinson",-91.26655,31.17549,12.18,poi,1,307
MSZ069,MS,LIX,"Amite",-90.80446,31.17442,12.09,poi,1,102
MSZ070,MS,LIX,"Pike",-90.40405,31.12351,8.52,poi,1,39
MSZ071,MS,LIX,"Walthall",-90.13319,31.11012,7.5,poi,1,86
MSZ072,MS,JAN,"Marion",-89.82751,31.24409,10.08,poi,1,94
MSZ073,MS,JAN,"Lamar",-89.50124,31.20862,9.03,poi,1,61
MSZ074,MS,JAN,"Forrest",-89.24773,31.06719,6,poi,1,69
MSZ075,MS,MOB,"Perry",-88.99268,31.06654,8.98,poi,1,71
MSZ076,MS,MOB,"Greene",-88.63868,31.17995,11.97,poi,1,69
MSZ077,MS,LIX,"Pearl River",-89.5663,30.82506,12.15,poi,1,329
MSZ078,MS,MOB,"Stone",-89.119,30.79346,8.05,poi,1,43
MSZ079,MS,MOB,"George",-88.6489,30.86651,9.09,poi,1,53
MSZ080,MS,LIX,"Hancock",-89.5035,30.40076,8.39,poi,1,232
MSZ081,MS,LIX,"Harrison",-89.1573,30.50929,10.67,poi,2,202
MSZ082,MS,LIX,"Jackson",-88.67089,30.55175,12.64,poi,3,264
MTZ104,MT,MSO,"Kootenai National Forest/Talley Lake District/fnf",-115.35174,48.44924,31.98,poi,1,882
MTZ105,MT,MSO,"Flathead National Forest/Glacier Park/Bob Marshall And Mission Mountain Wilderness",-113.94726,48.67546,22.28,poi,1,1202
MTZ106,MT,MSO,"Western Lolo National Forest",-115.16646,47.48944,17.42,poi,1,944
MTZ107,MT,MSO,"Salish and Kootenai Indian Reservation",-114.3582,47.57606,18.77,poi,1,415
MTZ108,MT,MSO,"Eastern Lolo National Forest/Welcome Creek And Scapegoat Wildernesses",-113.35106,46.97689,17.89,poi,1,713
MTZ109,MT,MSO,"Bitterroot National Forest",-114.13372,45.95033,16.9,poi,1,1176
MTZ110,MT,MSO,"Deerlodge/Western Beaverhead National Forest",-113.23542,45.56731,25.73,poi,1,926
MTZ111,MT,MSO,"Eastern Beaverhead National Forest",-112.0991,44.99131,29.79,poi,1,1116
MTZ112,MT,TFX,"Eastern Glacier/Toole/Central/Eastern Pondera/Liberty",-111.80079,48.52722,32.39,poi,1,154
MTZ113,MT,TFX,"Hill and Blaine Counties",-109.07663,48.51272,33.5,poi,1,387
MTZ114,MT,TFX,"Lewis and Clark National Forest Rocky Mountain District-Rocky Mountain Front",-112.53759,47.67949,25.41,poi,1,803
MTZ115,MT,TFX,"Chouteau and Fergus Counties",-110.29848,47.884,27.73,poi,1,544
MTZ116,MT,TFX,"Lincoln Ranger District of the Helena National Forest",-112.63467,46.99999,11.73,poi,1,365
MTZ117,MT,TFX,"Central and Eastern Lewis and Clark National Forest Areas",-110.61625,46.99106,30.14,poi,1,594
MTZ118,MT,TFX,"Helena and Townsend Ranger Districts of the Helena National Forest",-111.53223,46.03213,20.11,poi,1,411
MTZ120,MT,GGW,"Fort Peck Reservation and Daniels/Roosevelt/Sheridan Counties",-105.31129,48.54694,31.24,poi,1,852
MTZ122,MT,GGW,"Dawson/McCone/Prairie/Richland/Wibaux Counties",-105.04109,47.37966,46.49,poi,1,895
MTZ123,MT,BYZ,"Gallatin National Forest",-110.62618,45.38653,23.08,poi,1,803
MTZ124,MT,BYZ,"Wheatland County/Sweet Grass County",-109.89274,46.41847,17.89,poi,1,163
MTZ125,MT,BYZ,"Stillwater County",-109.21494,45.79675,14.94,poi,1,221
MTZ126,MT,BYZ,"Beartooth Ranger District Custer National Forest",-109.04456,45.24657,16.65,poi,1,493
MTZ127,MT,BYZ,"Golden Valley County/Musselshell County",-108.91802,46.4419,21.32,poi,1,237
MTZ128,MT,BYZ,"Yellowstone County",-108.59438,45.91705,14.77,poi,1,329
MTZ129,MT,BYZ,"Crow Indian Reservation/Big Horn Canyon Rec Area",-107.61385,45.41749,28.76,poi,1,308
MTZ130,MT,BYZ,"Northern Rosebud/Northern Treasure Counties",-106.85264,46.57512,19.58,poi,1,398
MTZ131,MT,BYZ,"Northern Cheyenne Indian Reservation/Ashland Ranger District Custer Natl Forest",-106.42504,45.40814,28.58,poi,1,324
MTZ132,MT,BYZ,"Custer County",-105.57064,46.18512,27.29,poi,1,124
MTZ133,MT,BYZ,"Sioux Ranger District Custer National Forest",-104.367,45.57998,29.61,poi,1,207
MTZ134,MT,GGW,"Northern Valley and Northern Phillips Counties",-107.29419,48.49931,34.4,poi,1,186
MTZ135,MT,GGW,"The Little Rockies",-108.76285,47.83495,5.94,poi,1,76
MTZ136,MT,GGW,"The Lower Missouri River Breaks including the Charles M Russell National Wildlife Refuge",-107.58874,47.63378,25.9,poi,1,158
MTZ137,MT,GGW,"Southern Petroleum and Southern Garfield Counties",-108.20604,47.02695,18.82,poi,1,240
NCZ001,NC,RNK,"Ashe",-81.50524,36.44128,9.55,poi,1,255
NCZ002,NC,RNK,"Alleghany",-81.20943,36.50069,4.95,poi,1,148
NCZ003,NC,RNK,"Surry",-80.69846,36.41986,9.79,poi,1,204
NCZ004,NC,RNK,"Stokes",-80.2389,36.40172,9.82,poi,1,46
NCZ005,NC,RNK,"Rockingham",-79.72888,36.39447,10.19,poi,1,54
NCZ006,NC,RNK,"Caswell",-79.33366,36.39337,10.19,poi,1,53
NCZ007,NC,RAH,"Person",-78.97171,36.39011,9.64,poi,1,40
NCZ008,NC,RAH,"Granville",-78.65565,36.19323,8.2,poi,1,103
NCZ009,NC,RAH,"Vance",-78.39622,36.32738,6.31,poi,1,107
NCZ010,NC,RAH,"Warren",-78.10334,36.39357,10.31,poi,1,135
NCZ011,NC,RAH,"Halifax",-77.75782,36.29948,9.85,poi,1,532
NCZ012,NC,AKQ,"Northampton",-77.31523,36.40992,9.19,poi,1,354
NCZ013,NC,AKQ,"Hertford",-77.03894,36.34141,6.91,poi,2,671
NCZ014,NC,AKQ,"Gates",-76.67355,36.4382,7.68,poi,3,385
NCZ015,NC,AKQ,"Pasquotank",-76.30071,36.30753,4.58,poi,5,2011
NCZ016,NC,AKQ,"Camden",-76.34475,36.49493,3.84,poi,4,2825
NCZ017,NC,AKQ,"Western Currituck",-76.07908,36.42171,4.11,poi,24,4412
NCZ018,NC,RNK,"Watauga",-81.71463,36.22749,7.43,poi,1,185
NCZ019,NC,RNK,"Wilkes",-81.12908,36.21469,12.24,poi,1,300
NCZ020,NC,RNK,"Yadkin",-80.73085,36.1577,7.19,poi,1,211
NCZ021,NC,RAH,"Forsyth",-80.28535,36.13768,8.45,poi,1,160
NCZ022,NC,RAH,"Guilford",-79.78901,36.07939,11.68,poi,1,76
NCZ023,NC,RAH,"Alamance",-79.39934,36.09848,7.77,poi,1,78
NCZ024,NC,RAH,"Orange",-79.11524,36.12477,8.03,poi,1,77
NCZ025,NC,RAH,"Durham",-78.87007,36.00583,6.47,poi,1,96
NCZ026,NC,RAH,"Franklin",-78.29556,36.06527,9.63,poi,1,194
NCZ027,NC,RAH,"Nash",-77.96495,35.97137,9.57,poi,1,222
NCZ028,NC,RAH,"Edgecombe",-77.60231,35.90646,9.97,poi,1,206
NCZ029,NC,MHX,"Martin",-77.15661,35.83742,6.3,poi,1,380
NCZ030,NC,AKQ,"Bertie",-76.93746,36.08025,11.04,poi,4,1201
NCZ031,NC,AKQ,"Chowan",-76.65121,36.16652,3.84,poi,4,1379
NCZ032,NC,AKQ,"Perquimans",-76.49075,36.29814,4.17,poi,5,2577
NCZ033,NC,GSP,"Avery",-81.92189,36.0921,6.31,poi,1,192
NCZ035,NC,GSP,"Alexander",-81.20784,35.92726,7.07,poi,1,176
NCZ036,NC,GSP,"Iredell",-80.89107,35.81029,9.05,poi,1,183
NCZ037,NC,GSP,"Davie",-80.55517,35.93738,7.59,poi,1,257
NCZ038,NC,RAH,"Davidson",-80.22038,35.82304,9.43,poi,1,270
NCZ039,NC,RAH,"Randolph",-79.80603,35.71027,13.75,poi,1,69
NCZ040,NC,RAH,"Chatham",-79.363,35.69465,10.31,poi,1,206
NCZ041,NC,RAH,"Wake",-78.741,35.72141,11.24,poi,1,136
NCZ042,NC,RAH,"Johnston",-78.37363,35.50432,13.68,poi,1,225
NCZ043,NC,RAH,"Wilson",-77.87808,35.71296,8.57,poi,1,70
NCZ044,NC,MHX,"Pitt",-77.38476,35.64308,10.93,poi,1,648
NCZ045,NC,MHX,"Washington",-76.56133,35.82233,8.09,poi,2,404
NCZ046,NC,MHX,"Tyrrell",-76.24459,35.78671,6.64,poi,7,1914
NCZ047,NC,MHX,"Mainland Dare",-75.86208,35.76587,6.76,poi,5,2251
NCZ048,NC,GSP,"Madison",-82.68367,35.86398,8.08,poi,1,475
NCZ049,NC,GSP,"Yancey",-82.31674,35.90842,6.55,poi,1,393
NCZ050,NC,GSP,"Mitchell",-82.20134,36.07906,4.36,poi,1,388
NCZ051,NC,GSP,"Swain",-83.49537,35.37575,4.88,poi,1,306
NCZ052,NC,GSP,"Haywood",-82.94474,35.51575,8.76,poi,1,411
NCZ053,NC,GSP,"Buncombe",-82.49195,35.62737,11.31,poi,1,488
NCZ056,NC,GSP,"Catawba",-81.22597,35.68422,8.63,poi,1,193
NCZ057,NC,GSP,"Rowan",-80.58784,35.64571,9.72,poi,1,259
NCZ058,NC,GSP,"Graham",-83.88743,35.3515,6.84,poi,1,352
NCZ059,NC,GSP,"Northern Jackson",-83.18988,35.3556,8.03,poi,1,263
NCZ060,NC,MRX,"Cherokee",-84.0946,35.11568,8.81,poi,1,358
NCZ061,NC,MRX,"Clay",-83.7599,35.06827,5.56,poi,1,240
NCZ062,NC,GSP,"Macon",-83.42778,35.1504,9.62,poi,1,376
NCZ063,NC,GSP,"Southern Jackson",-83.09592,35.16826,5.62,poi,1,197
NCZ064,NC,GSP,"Transylvania",-82.78751,35.2082,8.04,poi,1,286
NCZ065,NC,GSP,"Henderson",-82.47662,35.31934,7.74,poi,1,332
NCZ068,NC,GSP,"Cleveland",-81.55426,35.30391,9.1,poi,1,130
NCZ069,NC,GSP,"Lincoln",-81.09116,35.47964,5.04,poi,1,108
NCZ070,NC,GSP,"Gaston",-81.16859,35.282,8.64,poi,1,181
NCZ071,NC,GSP,"Mecklenburg",-80.83389,35.22749,9.8,poi,1,269
NCZ072,NC,GSP,"Cabarrus",-80.54935,35.37912,8.44,poi,1,89
NCZ073,NC,RAH,"Stanly",-80.23185,35.33932,8.51,poi,1,279
NCZ074,NC,RAH,"Montgomery",-79.89039,35.31998,9.63,poi,1,271
NCZ075,NC,RAH,"Moore",-79.47354,35.29879,11.83,poi,1,342
NCZ076,NC,RAH,"Lee",-79.18649,35.45861,6.72,poi,1,210
NCZ077,NC,RAH,"Harnett",-78.85505,35.40591,10.05,poi,1,258
NCZ078,NC,RAH,"Wayne",-77.9916,35.32896,9.29,poi,1,168
NCZ079,NC,MHX,"Greene",-77.69237,35.48459,7.22,poi,1,199
NCZ080,NC,MHX,"Beaufort",-76.88371,35.58713,6.61,poi,6,5353
NCZ081,NC,MHX,"Mainland Hyde",-76.17752,35.49312,7.53,poi,15,5788
NCZ082,NC,GSP,"Union",-80.51721,34.99272,11.96,poi,1,157
NCZ083,NC,RAH,"Anson",-80.11947,34.96199,10.39,poi,1,215
NCZ084,NC,RAH,"Richmond",-79.72246,35.02373,8.64,poi,1,347
NCZ085,NC,RAH,"Scotland",-79.4845,34.80229,7.34,poi,1,195
NCZ086,NC,RAH,"Hoke",-79.24916,35.04762,8.79,poi,1,244
NCZ087,NC,ILM,"Robeson",-79.10519,34.63495,14.58,poi,1,327
NCZ088,NC,RAH,"Cumberland",-78.87155,35.06239,11.21,poi,1,386
NCZ089,NC,RAH,"Sampson",-78.40325,35.06431,13.05,poi,1,416
NCZ090,NC,MHX,"Duplin",-77.92353,34.90879,12.67,poi,1,183
NCZ091,NC,MHX,"Lenoir",-77.66976,35.23063,8.09,poi,1,205
NCZ092,NC,MHX,"Jones",-77.4296,35.06685,7.86,poi,5,396
NCZ094,NC,MHX,"Pamlico",-76.86158,35.14582,4.85,poi,6,5712
NCZ096,NC,ILM,"Bladen",-78.58426,34.64023,12.57,poi,1,429
NCZ099,NC,ILM,"Columbus",-78.72021,34.27128,12.93,poi,1,405
NCZ102,NC,AKQ,"Eastern Currituck",-75.85392,36.44816,0.59,poi,102,4333
NCZ105,NC,ILM,"Inland Pender",-77.88577,34.55068,11.69,poi,1,493
NCZ106,NC,ILM,"Coastal Pender",-77.56694,34.4531,1.13,poi,71,4784
NCZ107,NC,ILM,"Inland New Hanover",-77.8904,34.29077,5,poi,2,476
NCZ108,NC,ILM,"Coastal New Hanover",-77.90102,34.11284,1.35,poi,37,3998
NCZ109,NC,ILM,"Inland Brunswick",-78.13619,34.11395,9.81,poi,7,697
NCZ110,NC,ILM,"Coastal Brunswick",-78.45302,33.92044,1.78,poi,181,8650
NCZ193,NC,MHX,"Northern Craven",-77.15964,35.25749,8.37,poi,1,209
NCZ194,NC,MHX,"Southern Craven",-77.01417,34.90709,5.31,poi,7,2462
NCZ195,NC,MHX,"West Carteret",-76.83968,34.78729,3.99,poi,79,3327
NCZ196,NC,MHX,"East Carteret",-76.58443,34.86057,3.44,poi,216,10803
NCZ198,NC,MHX,"Inland Onslow",-77.52672,34.85329,7.72,poi,7,956
NCZ199,NC,MHX,"Coastal Onslow",-77.27263,34.66185,3.03,poi,112,5112
NCZ203,NC,MHX,"Northern Outer Banks",-75.71942,36.07789,1.12,poi,104,4074
NCZ204,NC,MHX,"Ocracoke Island",-75.97181,35.10796,0.54,poi,4,633
NCZ205,NC,MHX,"Hatteras Island",-75.54602,35.25202,1.12,poi,56,2783
NCZ303,NC,GSP,"North Carolina Portion of the Great Smoky Mountains National Park",-83.16761,35.63318,5.89,poi,1,385
NCZ501,NC,GSP,"Caldwell Mountains",-81.64254,36.03799,5.54,poi,1,125
NCZ502,NC,GSP,"Greater Caldwell",-81.47469,35.89551,7.6,poi,1,123
NCZ503,NC,GSP,"Burke Mountains",-81.83957,35.90065,3.9,poi,1,121
NCZ504,NC,GSP,"Greater Burke",-81.71737,35.73188,8.4,poi,1,190
NCZ505,NC,GSP,"McDowell Mountains",-82.16432,35.64857,5.93,poi,1,256
NCZ506,NC,GSP,"Eastern McDowell",-81.94902,35.64619,5.59,poi,1,66
NCZ507,NC,GSP,"Rutherford Mountains",-82.18839,35.46778,2.76,poi,1,73
NCZ508,NC,GSP,"Greater Rutherford",-81.8786,35.39006,10.02,poi,1,229
NCZ509,NC,GSP,"Polk Mountains",-82.31022,35.22926,2.2,poi,1,92
NCZ510,NC,GSP,"Eastern Polk",-82.15882,35.28276,6.16,poi,1,122
NDZ001,ND,BIS,"Divide",-103.77107,48.81646,12.62,poi,1,79
NDZ002,ND,BIS,"Burke",-102.55923,48.7762,15.34,poi,1,64
NDZ003,ND,BIS,"Renville",-101.72442,48.84945,10.33,poi,1,67
NDZ004,ND,BIS,"Bottineau",-101.187,48.80561,13.34,poi,1,92
NDZ005,ND,BIS,"Rolette",-99.84437,48.78977,14.46,poi,1,53
NDZ006,ND,FGF,"Towner",-99.2634,48.80273,11.98,poi,1,62
NDZ007,ND,FGF,"Cavalier",-98.46415,48.77156,15.75,poi,1,62
NDZ008,ND,FGF,"Pembina",-97.59037,48.77279,15.69,poi,1,304
NDZ009,ND,BIS,"Williams",-103.40259,48.36802,18.32,poi,1,442
NDZ010,ND,BIS,"Mountrail",-102.35893,48.26786,19.16,poi,1,252
NDZ011,ND,BIS,"Ward",-101.46664,48.15792,20.79,poi,1,132
NDZ012,ND,BIS,"McHenry",-100.62538,48.1819,17.9,poi,1,105
NDZ013,ND,BIS,"Pierce",-100.04094,48.40951,9.35,poi,1,83
NDZ014,ND,FGF,"Benson",-99.52016,48.11902,15.01,poi,1,333
NDZ015,ND,FGF,"Ramsey",-98.65763,48.33406,14.46,poi,1,326
NDZ016,ND,FGF,"Eastern Walsh County",-97.48816,48.36846,12,poi,1,588
NDZ017,ND,BIS,"McKenzie",-103.57092,47.64798,21.92,poi,1,552
NDZ018,ND,BIS,"Dunn",-102.62588,47.38783,19.49,poi,1,202
NDZ019,ND,BIS,"Mercer",-101.92292,47.35009,10.5,poi,1,245
NDZ020,ND,BIS,"Oliver",-101.1603,47.11646,9.22,poi,1,166
NDZ021,ND,BIS,"McLean",-101.03154,47.60276,16.7,poi,1,433
NDZ022,ND,BIS,"Sheridan",-100.34569,47.53857,14.58,poi,1,73
NDZ023,ND,BIS,"Wells",-99.65407,47.58329,17.67,poi,1,81
NDZ024,ND,FGF,"Eddy",-98.89854,47.71716,8.97,poi,1,71
NDZ025,ND,BIS,"Foster",-99.07352,47.45721,9,poi,1,41
NDZ026,ND,FGF,"Nelson",-98.19398,47.88133,14.38,poi,1,82
NDZ027,ND,FGF,"Grand Forks",-97.45004,47.93551,17.92,poi,1,299
NDZ028,ND,FGF,"Griggs",-98.24304,47.48892,12.02,poi,1,61
NDZ029,ND,FGF,"Steele",-97.7294,47.49819,11.97,poi,1,63
NDZ030,ND,FGF,"Traill",-97.16798,47.45206,14.25,poi,1,314
NDZ031,ND,BIS,"Golden Valley",-103.83106,46.83651,10.15,poi,1,70
NDZ032,ND,BIS,"Billings",-103.38721,47.13663,13.07,poi,1,73
NDZ033,ND,BIS,"Stark",-102.38348,46.81872,13.03,poi,1,106
NDZ034,ND,BIS,"Morton",-101.13875,46.78819,13.3,poi,1,448
NDZ035,ND,BIS,"Burleigh",-100.49566,46.95416,18.09,poi,1,241
NDZ036,ND,BIS,"Kidder",-99.79909,47.08703,14.9,poi,1,93
NDZ037,ND,BIS,"Stutsman",-98.95561,46.96797,23.05,poi,1,102
NDZ038,ND,FGF,"Barnes",-98.06227,46.89038,17.8,poi,1,84
NDZ039,ND,FGF,"Cass",-97.25282,46.92984,20.23,poi,1,1055
NDZ040,ND,BIS,"Slope",-103.28337,46.45526,12.06,poi,1,83
NDZ041,ND,BIS,"Hettinger",-102.32811,46.43646,13.31,poi,1,109
NDZ042,ND,BIS,"Grant",-101.66109,46.37812,17.28,poi,1,606
NDZ043,ND,BIS,"Bowman",-103.5209,46.11276,11.56,poi,1,72
NDZ044,ND,BIS,"Adams",-102.75204,46.11391,11.61,poi,1,84
NDZ045,ND,BIS,"Sioux",-100.88753,46.1237,12.41,poi,1,854
NDZ046,ND,BIS,"Emmons",-100.22387,46.18072,16.33,poi,1,236
NDZ047,ND,BIS,"Logan",-99.66346,46.45771,12.05,poi,1,101
NDZ048,ND,BIS,"La Moure",-98.53546,46.45689,12.01,poi,1,92
NDZ049,ND,FGF,"Ransom",-97.65745,46.45614,12,poi,1,51
NDZ050,ND,BIS,"McIntosh",-99.442,46.11176,11.84,poi,1,71
NDZ051,ND,BIS,"Dickey",-98.50453,46.11017,11.93,poi,1,97
NDZ052,ND,FGF,"Sargent",-97.61826,46.10886,11.98,poi,1,58
NDZ053,ND,FGF,"Richland",-96.92612,46.16841,15.94,poi,1,1358
NDZ054,ND,FGF,"Western Walsh County",-98.07891,48.39676,9.94,poi,1,35
NEZ011,NE,OAX,"Knox",-97.75116,42.63329,13.48,poi,1,205
NEZ012,NE,OAX,"Cedar",-97.2504,42.60966,11.95,poi,1,153
NEZ013,NE,FSD,"Dixon",-96.8642,42.56481,7.69,poi,1,152
NEZ014,NE,FSD,"Dakota",-96.57722,42.38698,7.56,poi,1,118
NEZ015,NE,OAX,"Thurston",-96.49008,42.17752,6.87,poi,1,122
NEZ016,NE,OAX,"Antelope",-98.0669,42.17641,11.89,poi,1,53
NEZ017,NE,OAX,"Pierce",-97.60135,42.26437,11.95,poi,1,39
NEZ018,NE,OAX,"Wayne",-97.19183,42.22101,9.01,poi,1,34
NEZ030,NE,OAX,"Boone",-98.06103,41.72709,11.88,poi,1,63
NEZ031,NE,OAX,"Madison",-97.60082,41.91666,11.96,poi,1,48
NEZ032,NE,OAX,"Stanton",-97.19392,41.91685,8.97,poi,1,38
NEZ033,NE,OAX,"Cuming",-96.78737,41.91637,11.95,poi,1,47
NEZ034,NE,OAX,"Burt",-96.35112,41.86918,10.02,poi,1,206
NEZ039,NE,GID,"Valley",-98.98159,41.56731,11.92,poi,1,48
NEZ040,NE,GID,"Greeley",-98.52123,41.56745,11.89,poi,1,43
NEZ041,NE,GID,"Nance",-97.9717,41.40162,7.43,poi,1,76
NEZ042,NE,OAX,"Platte",-97.48165,41.57033,11.86,poi,1,128
NEZ043,NE,OAX,"Colfax",-97.0794,41.55971,8.96,poi,1,120
NEZ044,NE,OAX,"Dodge",-96.66387,41.58835,10.63,poi,1,150
NEZ045,NE,OAX,"Washington",-96.27204,41.5587,8.61,poi,1,179
NEZ046,NE,GID,"Sherman",-98.97628,41.22054,11.89,poi,1,65
NEZ047,NE,GID,"Howard",-98.51712,41.21999,11.98,poi,1,49
NEZ048,NE,GID,"Merrick",-98.13366,41.14351,7.98,poi,1,201
NEZ049,NE,GID,"Polk",-97.54968,41.1834,9.43,poi,1,118
NEZ050,NE,OAX,"Butler",-97.13158,41.21333,11.46,poi,1,148
NEZ051,NE,OAX,"Saunders",-96.65148,41.23648,13.18,poi,1,230
NEZ052,NE,OAX,"Douglas",-96.171,41.29201,6.98,poi,1,145
NEZ053,NE,OAX,"Sarpy",-96.19907,41.10347,5.89,poi,1,182
NEZ060,NE,GID,"Dawson",-99.99543,40.87397,11.98,poi,1,125
NEZ061,NE,GID,"Buffalo",-99.01342,40.85115,13.53,poi,1,223
NEZ062,NE,GID,"Hall",-98.50216,40.8725,11.49,poi,1,42
NEZ063,NE,GID,"Hamilton",-98.02728,40.85116,10.51,poi,1,121
NEZ064,NE,GID,"York",-97.59706,40.87274,11.98,poi,1,38
NEZ065,NE,OAX,"Seward",-97.13949,40.87234,11.96,poi,1,42
NEZ066,NE,OAX,"Lancaster",-96.68776,40.78408,11.68,poi,1,52
NEZ067,NE,OAX,"Cass",-96.02623,40.9203,9.31,poi,1,198
NEZ068,NE,OAX,"Otoe",-96.29109,40.65316,8.99,poi,2,127
NEZ072,NE,GID,"Gosper",-99.81217,40.56649,8.87,poi,1,63
NEZ073,NE,GID,"Phelps",-99.43455,40.51031,10.96,poi,1,136
NEZ074,NE,GID,"Kearney",-98.95543,40.50269,10.45,poi,1,140
NEZ075,NE,GID,"Adams",-98.50115,40.52536,11.73,poi,1,42
NEZ076,NE,GID,"Clay",-98.05122,40.52445,11.93,poi,1,49
NEZ077,NE,GID,"Fillmore",-97.59644,40.52467,11.99,poi,1,50
NEZ078,NE,OAX,"Saline",-97.1406,40.52391,11.97,poi,1,45
NEZ079,NE,GLD,"Dundy",-101.68794,40.1762,11.97,poi,1,51
NEZ080,NE,GLD,"Hitchcock",-101.09753,40.17651,12.03,poi,1,47
NEZ081,NE,GLD,"Red Willow",-100.47682,40.17581,12.02,poi,1,58
NEZ082,NE,GID,"Furnas",-99.9123,40.17646,12.06,poi,1,68
NEZ083,NE,GID,"Harlan",-99.40464,40.17646,11.9,poi,1,51
NEZ084,NE,GID,"Franklin",-98.9526,40.17631,11.97,poi,1,47
NEZ085,NE,GID,"Webster",-98.49992,40.17643,11.95,poi,1,57
NEZ086,NE,GID,"Nuckolls",-98.04717,40.17638,11.96,poi,1,56
NEZ087,NE,GID,"Thayer",-97.59475,40.17627,11.94,poi,1,45
NEZ088,NE,OAX,"Jefferson",-97.14255,40.17573,11.96,poi,1,52
NEZ089,NE,OAX,"Gage",-96.68999,40.26231,11.95,poi,1,66
NEZ090,NE,OAX,"Johnson",-96.29255,40.39256,9,poi,1,36
NEZ091,NE,OAX,"Nemaha",-95.89383,40.39291,8.97,poi,1,161
NEZ092,NE,OAX,"Pawnee",-96.29275,40.13151,9.03,poi,1,45
NEZ093,NE,OAX,"Richardson",-95.6596,40.13091,9.01,poi,1,153
